seed,measurement,value
9.0,STL Robustness,-2.9989548
9.0,Total effort (N-s),110379.16
9.0,Optimization rounds,1.0
9.0,Final population size,1.0
10.0,Cost,8.56197
10.0,Cost gap,5.5016117
10.0,Optimization time (s),2.6580358492210507
10.0,Compilation time (s),67.17969233170152
10.0,STL Robustness,-3.3593435
10.0,Total effort (N-s),103856.69
10.0,Optimization rounds,1.0
10.0,Final population size,1.0
11.0,Cost,7.63348
11.0,Cost gap,3.6489444
11.0,Optimization time (s),3.0685445461422205
11.0,Compilation time (s),66.32214467925951
11.0,STL Robustness,-2.2942438
11.0,Total effort (N-s),106535.17
11.0,Optimization rounds,1.0
11.0,Final population size,1.0
12.0,Cost,9.31159
12.0,Cost gap,6.126727
12.0,Optimization time (s),2.928024845197797
12.0,Compilation time (s),66.40365521097556
12.0,STL Robustness,-3.5052686
12.0,Total effort (N-s),115302.72
12.0,Optimization rounds,1.0
12.0,Final population size,1.0
13.0,Cost,8.606316
13.0,Cost gap,5.0353947
13.0,Optimization time (s),1.520310478284955
13.0,Compilation time (s),60.96654448704794
13.0,STL Robustness,-3.2118878
13.0,Total effort (N-s),107676.61
13.0,Optimization rounds,1.0
13.0,Final population size,1.0
14.0,Cost,8.409526
14.0,Cost gap,4.4969893
14.0,Optimization time (s),0.9811033932492136
14.0,Compilation time (s),61.58805076032877
14.0,STL Robustness,-2.7488348
14.0,Total effort (N-s),112924.09
14.0,Optimization rounds,1.0
14.0,Final population size,1.0
15.0,Cost,7.074634
15.0,Cost gap,4.414201
15.0,Optimization time (s),2.4965886282734573
15.0,Compilation time (s),62.32221043109894
15.0,STL Robustness,-2.4102426
15.0,Total effort (N-s),92895.9
15.0,Optimization rounds,1.0
15.0,Final population size,1.0
16.0,Cost,6.679928
16.0,Cost gap,3.9537396
16.0,Optimization time (s),2.6906165964901447
16.0,Compilation time (s),62.287265537306666
16.0,STL Robustness,-2.061352
16.0,Total effort (N-s),92082.14
16.0,Optimization rounds,1.0
16.0,Final population size,1.0
17.0,Cost,9.241534
17.0,Cost gap,5.416883
17.0,Optimization time (s),3.078969323076308
17.0,Compilation time (s),63.15737517829984
17.0,STL Robustness,-3.5138748
17.0,Total effort (N-s),114429.58
17.0,Optimization rounds,1.0
17.0,Final population size,1.0
18.0,Cost,6.628585
18.0,Cost gap,3.5005567
18.0,Optimization time (s),2.574582429137081
18.0,Compilation time (s),63.39485756168142
18.0,STL Robustness,-1.9906172
18.0,Total effort (N-s),92590.36
18.0,Optimization rounds,1.0
18.0,Final population size,1.0
19.0,Cost,7.4959536
19.0,Cost gap,4.0183334
19.0,Optimization time (s),2.651913547888398
19.0,Compilation time (s),63.612764560151845
19.0,STL Robustness,-2.2892196
19.0,Total effort (N-s),104134.67
19.0,Optimization rounds,1.0
19.0,Final population size,1.0
20.0,Cost,7.371122
20.0,Cost gap,4.195945
20.0,Optimization time (s),1.9752250839956105
20.0,Compilation time (s),64.00153224729002
20.0,STL Robustness,-2.6772308
20.0,Total effort (N-s),93688.0
20.0,Optimization rounds,1.0
20.0,Final population size,1.0
21.0,Cost,7.3931584
21.0,Cost gap,4.158267
21.0,Optimization time (s),2.588717843871564
21.0,Compilation time (s),62.732031918130815
21.0,STL Robustness,-2.7001886
21.0,Total effort (N-s),93735.305
21.0,Optimization rounds,1.0
21.0,Final population size,1.0
22.0,Cost,9.086232
22.0,Cost gap,5.3413506
22.0,Optimization time (s),2.9064112193882465
22.0,Compilation time (s),64.02125384798273
22.0,STL Robustness,-3.3751116
22.0,Total effort (N-s),114103.89
22.0,Optimization rounds,1.0
22.0,Final population size,1.0
23.0,Cost,7.686705
23.0,Cost gap,4.9930525
23.0,Optimization time (s),2.766897191759199
23.0,Compilation time (s),63.36747713573277
23.0,STL Robustness,-2.5614557
23.0,Total effort (N-s),102215.234
23.0,Optimization rounds,1.0
23.0,Final population size,1.0
24.0,Cost,8.37255
24.0,Cost gap,4.533798
24.0,Optimization time (s),2.650376887060702
24.0,Compilation time (s),64.31979757873341
24.0,STL Robustness,-2.8348749
24.0,Total effort (N-s),110628.59
24.0,Optimization rounds,1.0
24.0,Final population size,1.0
25.0,Cost,7.7152624
25.0,Cost gap,4.8689365
25.0,Optimization time (s),0.8858915166929364
25.0,Compilation time (s),64.23977537406608
25.0,STL Robustness,-3.2700503
25.0,Total effort (N-s),88711.48
25.0,Optimization rounds,1.0
25.0,Final population size,1.0
26.0,Cost,6.8696733
26.0,Cost gap,4.02599
26.0,Optimization time (s),2.3182257530279458
26.0,Compilation time (s),64.19091029604897
26.0,STL Robustness,-2.093975
26.0,Total effort (N-s),95224.17
26.0,Optimization rounds,1.0
26.0,Final population size,1.0
27.0,Cost,7.272241
27.0,Cost gap,3.9501579
27.0,Optimization time (s),1.8417290998622773
27.0,Compilation time (s),62.87634464493021
27.0,STL Robustness,-1.6439462
27.0,Total effort (N-s),112368.09
27.0,Optimization rounds,1.0
27.0,Final population size,1.0
28.0,Cost,7.366374
28.0,Cost gap,4.0217476
28.0,Optimization time (s),2.4282997851260006
28.0,Compilation time (s),63.74255118193105
28.0,STL Robustness,-2.267855
28.0,Total effort (N-s),101681.98
28.0,Optimization rounds,1.0
28.0,Final population size,1.0
29.0,Cost,8.6579275
29.0,Cost gap,5.3082833
29.0,Optimization time (s),2.6584885488264263
29.0,Compilation time (s),62.82692113518715
29.0,STL Robustness,-3.4789236
29.0,Total effort (N-s),103463.0
29.0,Optimization rounds,1.0
29.0,Final population size,1.0
30.0,Cost,7.0742106
30.0,Cost gap,4.583993
30.0,Optimization time (s),1.8486584913916888
30.0,Compilation time (s),64.06246235221624
30.0,STL Robustness,-2.306049
30.0,Total effort (N-s),95073.53
30.0,Optimization rounds,1.0
30.0,Final population size,1.0
31.0,Cost,6.887572
31.0,Cost gap,2.878272
31.0,Optimization time (s),2.455360305029899
31.0,Compilation time (s),63.42854089802131
31.0,STL Robustness,-1.9879878
31.0,Total effort (N-s),97778.65
31.0,Optimization rounds,1.0
31.0,Final population size,1.0
32.0,Cost,8.506375
32.0,Cost gap,4.9100385
32.0,Optimization time (s),2.7847025808878243
32.0,Compilation time (s),63.97199406800792
32.0,STL Robustness,-3.0390966
32.0,Total effort (N-s),109345.54
32.0,Optimization rounds,1.0
32.0,Final population size,1.0
33.0,Cost,8.03269
33.0,Cost gap,4.623154
33.0,Optimization time (s),2.3819616069085896
33.0,Compilation time (s),63.173872367013246
33.0,STL Robustness,-2.7787197
33.0,Total effort (N-s),105079.35
33.0,Optimization rounds,1.0
33.0,Final population size,1.0
34.0,Cost,7.7560544
34.0,Cost gap,4.4758224
34.0,Optimization time (s),2.7497762381099164
34.0,Compilation time (s),64.41321642696857
34.0,STL Robustness,-2.652125
34.0,Total effort (N-s),102040.945
34.0,Optimization rounds,1.0
34.0,Final population size,1.0
35.0,Cost,7.2924805
35.0,Cost gap,4.2618794
35.0,Optimization time (s),3.024411093443632
35.0,Compilation time (s),63.022694701794535
35.0,STL Robustness,-2.604853
35.0,Total effort (N-s),93507.375
35.0,Optimization rounds,1.0
35.0,Final population size,1.0
36.0,Cost,7.814544
36.0,Cost gap,4.3199625
36.0,Optimization time (s),1.4523769416846335
36.0,Compilation time (s),64.35163271427155
36.0,STL Robustness,-2.7684665
36.0,Total effort (N-s),100445.65
36.0,Optimization rounds,1.0
36.0,Final population size,1.0
37.0,Cost,8.48404
37.0,Cost gap,5.44979
37.0,Optimization time (s),0.9796106279827654
37.0,Compilation time (s),63.02673924993724
37.0,STL Robustness,-3.020692
37.0,Total effort (N-s),108462.84
37.0,Optimization rounds,1.0
37.0,Final population size,1.0
38.0,Cost,7.299578
38.0,Cost gap,4.5473866
38.0,Optimization time (s),2.67184046888724
38.0,Compilation time (s),63.90397874591872
38.0,STL Robustness,-2.3558502
38.0,Total effort (N-s),98583.016
38.0,Optimization rounds,1.0
38.0,Final population size,1.0
39.0,Cost,6.0355883
39.0,Cost gap,3.5361545
39.0,Optimization time (s),2.6392963835969567
39.0,Compilation time (s),63.17304760497064
39.0,STL Robustness,-1.9634804
39.0,Total effort (N-s),80785.87
39.0,Optimization rounds,1.0
39.0,Final population size,1.0
40.0,Cost,5.864579
40.0,Cost gap,3.4745674
40.0,Optimization time (s),2.764217829331756
40.0,Compilation time (s),64.00705682300031
40.0,STL Robustness,-1.9607464
40.0,Total effort (N-s),77369.66
40.0,Optimization rounds,1.0
40.0,Final population size,1.0
41.0,Cost,7.751282
41.0,Cost gap,4.7208996
41.0,Optimization time (s),2.009660496842116
41.0,Compilation time (s),62.952580015175045
41.0,STL Robustness,-2.6228888
41.0,Total effort (N-s),102299.5
41.0,Optimization rounds,1.0
41.0,Final population size,1.0
42.0,Cost,9.713213
42.0,Cost gap,5.6210647
42.0,Optimization time (s),2.110112337395549
42.0,Compilation time (s),63.14108874695376
42.0,STL Robustness,-3.7420154
42.0,Total effort (N-s),119315.9
42.0,Optimization rounds,1.0
42.0,Final population size,1.0
43.0,Cost,8.512109
43.0,Cost gap,4.737668
43.0,Optimization time (s),2.092757479287684
43.0,Compilation time (s),62.9302294771187
43.0,STL Robustness,-2.6698534
43.0,Total effort (N-s),116411.3
43.0,Optimization rounds,1.0
43.0,Final population size,1.0
44.0,Cost,5.668298
44.0,Cost gap,3.2846565
44.0,Optimization time (s),2.6523947161622345
44.0,Compilation time (s),62.78470742190257
44.0,STL Robustness,-1.8408407
44.0,Total effort (N-s),76425.695
44.0,Optimization rounds,1.0
44.0,Final population size,1.0
45.0,Cost,8.956431
45.0,Cost gap,5.7048674
45.0,Optimization time (s),2.180003170855344
45.0,Compilation time (s),62.8084864593111
45.0,STL Robustness,-3.6130414
45.0,Total effort (N-s),106867.77
45.0,Optimization rounds,1.0
45.0,Final population size,1.0
46.0,Cost,7.9489717
46.0,Cost gap,5.3895073
46.0,Optimization time (s),2.563448348082602
46.0,Compilation time (s),62.79695885209367
46.0,STL Robustness,-2.7306807
46.0,Total effort (N-s),104085.484
46.0,Optimization rounds,1.0
46.0,Final population size,1.0
47.0,Cost,6.728436
47.0,Cost gap,4.691917
47.0,Optimization time (s),2.7339956830255687
47.0,Compilation time (s),63.28658276516944
47.0,STL Robustness,-2.153694
47.0,Total effort (N-s),91271.09
47.0,Optimization rounds,1.0
47.0,Final population size,1.0
48.0,Cost,9.016997
48.0,Cost gap,5.184181
48.0,Optimization time (s),3.164866141974926
48.0,Compilation time (s),62.9669438758865
48.0,STL Robustness,-3.6107967
48.0,Total effort (N-s),108001.375
48.0,Optimization rounds,1.0
48.0,Final population size,1.0
49.0,Cost,6.962246
49.0,Cost gap,4.7063074
49.0,Optimization time (s),2.52446465799585
49.0,Compilation time (s),62.90958380326629
49.0,STL Robustness,-2.2756822
49.0,Total effort (N-s),93440.58
49.0,Optimization rounds,1.0
49.0,Final population size,1.0
