seed,measurement,value
25.0,Total effort (N-s),85126.18
25.0,Optimization rounds,1.0
25.0,Final population size,1.0
26.0,Cost,6.223714
26.0,Cost gap,5.241775
26.0,Optimization time (s),5.775775643065572
26.0,Compilation time (s),119.11333643179388
26.0,STL Robustness,-1.9674014
26.0,Total effort (N-s),85126.18
26.0,Optimization rounds,1.0
26.0,Final population size,1.0
27.0,Cost,6.223714
27.0,Cost gap,5.241775
27.0,Optimization time (s),5.777259411755949
27.0,Compilation time (s),115.32853144500405
27.0,STL Robustness,-1.9674014
27.0,Total effort (N-s),85126.18
27.0,Optimization rounds,1.0
27.0,Final population size,1.0
28.0,Cost,6.223714
28.0,Cost gap,5.241775
28.0,Optimization time (s),5.50725470110774
28.0,Compilation time (s),119.56374843604864
28.0,STL Robustness,-1.9674014
28.0,Total effort (N-s),85126.18
28.0,Optimization rounds,1.0
28.0,Final population size,1.0
29.0,Cost,6.223714
29.0,Cost gap,5.241775
29.0,Optimization time (s),5.340328718535602
29.0,Compilation time (s),98.01246696989983
29.0,STL Robustness,-1.9674014
29.0,Total effort (N-s),85126.18
29.0,Optimization rounds,1.0
29.0,Final population size,1.0
30.0,Cost,6.223714
30.0,Cost gap,5.241775
30.0,Optimization time (s),7.234756289049983
30.0,Compilation time (s),104.09610008820891
30.0,STL Robustness,-1.9674014
30.0,Total effort (N-s),85126.18
30.0,Optimization rounds,1.0
30.0,Final population size,1.0
31.0,Cost,6.223714
31.0,Cost gap,5.241775
31.0,Optimization time (s),5.0270718559622765
31.0,Compilation time (s),133.43682165490463
31.0,STL Robustness,-1.9674014
31.0,Total effort (N-s),85126.18
31.0,Optimization rounds,1.0
31.0,Final population size,1.0
32.0,Cost,6.223714
32.0,Cost gap,5.241775
32.0,Optimization time (s),3.2551662120968103
32.0,Compilation time (s),70.79224045202136
32.0,STL Robustness,-1.9674014
32.0,Total effort (N-s),85126.18
32.0,Optimization rounds,1.0
32.0,Final population size,1.0
33.0,Cost,6.223714
33.0,Cost gap,5.241775
33.0,Optimization time (s),3.4167768941260874
33.0,Compilation time (s),68.09455441078171
33.0,STL Robustness,-1.9674014
33.0,Total effort (N-s),85126.18
33.0,Optimization rounds,1.0
33.0,Final population size,1.0
34.0,Cost,6.223714
34.0,Cost gap,5.241775
34.0,Optimization time (s),3.775002737995237
34.0,Compilation time (s),68.17431724816561
34.0,STL Robustness,-1.9674014
34.0,Total effort (N-s),85126.18
34.0,Optimization rounds,1.0
34.0,Final population size,1.0
35.0,Cost,6.223714
35.0,Cost gap,5.241775
35.0,Optimization time (s),3.404719593003392
35.0,Compilation time (s),71.28892143908888
35.0,STL Robustness,-1.9674014
35.0,Total effort (N-s),85126.18
35.0,Optimization rounds,1.0
35.0,Final population size,1.0
36.0,Cost,6.223714
36.0,Cost gap,5.241775
36.0,Optimization time (s),3.647374560125172
36.0,Compilation time (s),71.18049317318946
36.0,STL Robustness,-1.9674014
36.0,Total effort (N-s),85126.18
36.0,Optimization rounds,1.0
36.0,Final population size,1.0
37.0,Cost,6.223714
37.0,Cost gap,5.241775
37.0,Optimization time (s),3.2351730070076883
37.0,Compilation time (s),68.35149539494887
37.0,STL Robustness,-1.9674014
37.0,Total effort (N-s),85126.18
37.0,Optimization rounds,1.0
37.0,Final population size,1.0
38.0,Cost,6.223714
38.0,Cost gap,5.241775
38.0,Optimization time (s),3.5408207275904715
38.0,Compilation time (s),67.84850255772471
38.0,STL Robustness,-1.9674014
38.0,Total effort (N-s),85126.18
38.0,Optimization rounds,1.0
38.0,Final population size,1.0
39.0,Cost,6.223714
39.0,Cost gap,5.241775
39.0,Optimization time (s),3.829961074050516
39.0,Compilation time (s),71.89899589400738
39.0,STL Robustness,-1.9674014
39.0,Total effort (N-s),85126.18
39.0,Optimization rounds,1.0
39.0,Final population size,1.0
40.0,Cost,6.223714
40.0,Cost gap,5.241775
40.0,Optimization time (s),3.185052254702896
40.0,Compilation time (s),70.72544223908335
40.0,STL Robustness,-1.9674014
40.0,Total effort (N-s),85126.18
40.0,Optimization rounds,1.0
40.0,Final population size,1.0
41.0,Cost,6.223714
41.0,Cost gap,5.241775
41.0,Optimization time (s),3.152387309353798
41.0,Compilation time (s),64.16751336399466
41.0,STL Robustness,-1.9674014
41.0,Total effort (N-s),85126.18
41.0,Optimization rounds,1.0
41.0,Final population size,1.0
42.0,Cost,6.223714
42.0,Cost gap,5.241775
42.0,Optimization time (s),3.15428461926058
42.0,Compilation time (s),63.57698615593836
42.0,STL Robustness,-1.9674014
42.0,Total effort (N-s),85126.18
42.0,Optimization rounds,1.0
42.0,Final population size,1.0
43.0,Cost,6.223714
43.0,Cost gap,5.241775
43.0,Optimization time (s),3.134503082837909
43.0,Compilation time (s),63.708273307885975
43.0,STL Robustness,-1.9674014
43.0,Total effort (N-s),85126.18
43.0,Optimization rounds,1.0
43.0,Final population size,1.0
44.0,Cost,6.223714
44.0,Cost gap,5.241775
44.0,Optimization time (s),3.317659413907677
44.0,Compilation time (s),65.1205424531363
44.0,STL Robustness,-1.9674014
44.0,Total effort (N-s),85126.18
44.0,Optimization rounds,1.0
44.0,Final population size,1.0
45.0,Cost,6.223714
45.0,Cost gap,5.241775
45.0,Optimization time (s),3.3349946308881044
45.0,Compilation time (s),64.43816575920209
45.0,STL Robustness,-1.9674014
45.0,Total effort (N-s),85126.18
45.0,Optimization rounds,1.0
45.0,Final population size,1.0
46.0,Cost,6.223714
46.0,Cost gap,5.241775
46.0,Optimization time (s),3.243689239025116
46.0,Compilation time (s),64.6065947082825
46.0,STL Robustness,-1.9674014
46.0,Total effort (N-s),85126.18
46.0,Optimization rounds,1.0
46.0,Final population size,1.0
47.0,Cost,6.223714
47.0,Cost gap,5.241775
47.0,Optimization time (s),3.239603860769421
47.0,Compilation time (s),64.68750926619396
47.0,STL Robustness,-1.9674014
47.0,Total effort (N-s),85126.18
47.0,Optimization rounds,1.0
47.0,Final population size,1.0
48.0,Cost,6.223714
48.0,Cost gap,5.241775
48.0,Optimization time (s),3.2677879869006574
48.0,Compilation time (s),64.64601693907753
48.0,STL Robustness,-1.9674014
48.0,Total effort (N-s),85126.18
48.0,Optimization rounds,1.0
48.0,Final population size,1.0
49.0,Cost,6.223714
49.0,Cost gap,5.241775
49.0,Optimization time (s),3.2887317868880928
49.0,Compilation time (s),64.36118430830538
49.0,STL Robustness,-1.9674014
49.0,Total effort (N-s),85126.18
49.0,Optimization rounds,1.0
49.0,Final population size,1.0
