seed,measurement,value
29.0,Pre-adversary cost,77.874596
29.0,Cost gap,0.22464752
29.0,Optimization time (s),1000.0100400447845
29.0,Compilation time (s),0.0
29.0,STL Robustness,-74.335655
29.0,Pre-adversary STL Robustness,-74.335655
29.0,Total effort (N-s),75271.27
29.0,Optimization rounds,1
29.0,Final population size,1
29.0,Feasible,1.0
29.0,Optimization rounds,1
30.0,Feasible,0.0
30.0,Optimization time (s),1000.00350356102
30.0,Optimization rounds,1.0
31.0,Feasible,0.0
31.0,Optimization time (s),1000.0047383308412
31.0,Optimization rounds,1.0
32.0,Cost,78.10326
32.0,Pre-adversary cost,77.84511
32.0,Cost gap,0.21635437
32.0,Optimization time (s),1000.0043578147888
32.0,Compilation time (s),0.0
32.0,STL Robustness,-74.34598
32.0,Pre-adversary STL Robustness,-74.346
32.0,Total effort (N-s),74310.305
32.0,Optimization rounds,1
32.0,Final population size,1
32.0,Feasible,1.0
32.0,Optimization rounds,1
33.0,Cost,78.07126
33.0,Pre-adversary cost,77.80797
33.0,Cost gap,0.22142792
33.0,Optimization time (s),1000.0078563690186
33.0,Compilation time (s),0.0
33.0,STL Robustness,-74.335434
33.0,Pre-adversary STL Robustness,-74.33541
33.0,Total effort (N-s),73879.625
33.0,Optimization rounds,1
33.0,Final population size,1
33.0,Feasible,1.0
33.0,Optimization rounds,1
34.0,Feasible,0.0
34.0,Optimization time (s),1000.006311416626
34.0,Optimization rounds,1.0
35.0,Cost,78.06576
35.0,Pre-adversary cost,77.774704
35.0,Cost gap,0.24920654
35.0,Optimization time (s),1000.0062692165375
35.0,Compilation time (s),0.0
35.0,STL Robustness,-74.28013
35.0,Pre-adversary STL Robustness,-74.28013
35.0,Total effort (N-s),74875.74
35.0,Optimization rounds,1
35.0,Final population size,1
35.0,Feasible,1.0
35.0,Optimization rounds,1
36.0,Feasible,0.0
36.0,Optimization time (s),1000.0058720111848
36.0,Optimization rounds,1.0
37.0,Feasible,0.0
37.0,Optimization time (s),1000.0116369724274
37.0,Optimization rounds,1.0
38.0,Cost,78.34856
38.0,Pre-adversary cost,78.10374
38.0,Cost gap,0.20301056
38.0,Optimization time (s),1000.009441614151
38.0,Compilation time (s),0.0
38.0,STL Robustness,-74.298004
38.0,Pre-adversary STL Robustness,-74.29803
38.0,Total effort (N-s),80174.7
38.0,Optimization rounds,1
38.0,Final population size,1
38.0,Feasible,1.0
38.0,Optimization rounds,1
39.0,Feasible,0.0
39.0,Optimization time (s),1000.0256264209748
39.0,Optimization rounds,1.0
40.0,Feasible,0.0
40.0,Optimization time (s),1000.0075783729552
40.0,Optimization rounds,1.0
41.0,Cost,78.16638
41.0,Pre-adversary cost,77.919914
41.0,Cost gap,0.20468903
41.0,Optimization time (s),1000.0041110515594
41.0,Compilation time (s),0.0
41.0,STL Robustness,-74.35674
41.0,Pre-adversary STL Robustness,-74.35674
41.0,Total effort (N-s),75357.375
41.0,Optimization rounds,1
41.0,Final population size,1
41.0,Feasible,1.0
41.0,Optimization rounds,1
42.0,Feasible,0.0
42.0,Optimization time (s),1000.0039677619934
42.0,Optimization rounds,1.0
43.0,Feasible,0.0
43.0,Optimization time (s),1000.005538225174
43.0,Optimization rounds,1.0
44.0,Cost,78.2551
44.0,Pre-adversary cost,78.00085
44.0,Cost gap,0.21248627
44.0,Optimization time (s),1000.0150463581085
44.0,Compilation time (s),0.0
44.0,STL Robustness,-74.333595
44.0,Pre-adversary STL Robustness,-74.333595
44.0,Total effort (N-s),77594.33
44.0,Optimization rounds,1
44.0,Final population size,1
44.0,Feasible,1.0
44.0,Optimization rounds,1
45.0,Cost,78.37778
45.0,Pre-adversary cost,78.10898
45.0,Cost gap,0.22705841
45.0,Optimization time (s),1000.0184571743011
45.0,Compilation time (s),0.0
45.0,STL Robustness,-74.37437
45.0,Pre-adversary STL Robustness,-74.37444
45.0,Total effort (N-s),79232.484
45.0,Optimization rounds,1
45.0,Final population size,1
45.0,Feasible,1.0
45.0,Optimization rounds,1
46.0,Feasible,0.0
46.0,Optimization time (s),1000.0048379898072
46.0,Optimization rounds,1.0
47.0,Cost,78.14318
47.0,Pre-adversary cost,77.90084
47.0,Cost gap,0.2005539
47.0,Optimization time (s),1000.0032925605774
47.0,Compilation time (s),0.0
47.0,STL Robustness,-74.4077
47.0,Pre-adversary STL Robustness,-74.40777
47.0,Total effort (N-s),73872.74
47.0,Optimization rounds,1
47.0,Final population size,1
47.0,Feasible,1.0
47.0,Optimization rounds,1
48.0,Feasible,0.0
48.0,Optimization time (s),1000.0042541027068
48.0,Optimization rounds,1.0
49.0,Feasible,0.0
49.0,Optimization time (s),1000.0059413909912
49.0,Optimization rounds,1.0
