seed,measurement,value
32.0,Cost,0.3188555
32.0,Cost gap,-0.0
32.0,Optimization time (s),129.10943251941353
32.0,Compilation time (s),331.333924675826
32.0,STL Robustness,0.061508067
32.0,Total effort (N-s),7862.057
32.0,Optimization rounds,3.0
32.0,Final population size,9.0
33.0,Cost,0.2613707
33.0,Cost gap,-0.0
33.0,Optimization time (s),131.3725973693654
33.0,Compilation time (s),310.6328272027895
33.0,STL Robustness,0.052276466
33.0,Total effort (N-s),6714.3096
33.0,Optimization rounds,4.0
33.0,Final population size,10.0
34.0,Cost,1.9798892
34.0,Cost gap,1.1920929e-07
34.0,Optimization time (s),172.16190961468965
34.0,Compilation time (s),251.7105645961128
34.0,STL Robustness,-1.4850136
34.0,Total effort (N-s),9149.64
34.0,Optimization rounds,5.0
34.0,Final population size,11.0
35.0,Cost,0.24642368
35.0,Cost gap,-0.0
35.0,Optimization time (s),170.05497847357765
35.0,Compilation time (s),259.4571481482126
35.0,STL Robustness,0.053218756
35.0,Total effort (N-s),6435.39
35.0,Optimization rounds,4.0
35.0,Final population size,10.0
36.0,Cost,0.2207533
36.0,Cost gap,-0.0
36.0,Optimization time (s),232.25904329307377
36.0,Compilation time (s),260.77062033396214
36.0,STL Robustness,0.06168751
36.0,Total effort (N-s),5972.543
36.0,Optimization rounds,5.0
36.0,Final population size,11.0
37.0,Cost,0.18553282
37.0,Cost gap,-0.0
37.0,Optimization time (s),177.05664133420214
37.0,Compilation time (s),259.4491633968428
37.0,STL Robustness,0.049193505
37.0,Total effort (N-s),4949.5757
37.0,Optimization rounds,4.0
37.0,Final population size,10.0
38.0,Cost,0.42118272
38.0,Cost gap,-0.0
38.0,Optimization time (s),116.54450809955596
38.0,Compilation time (s),257.1120627359487
38.0,STL Robustness,0.04691398
38.0,Total effort (N-s),9581.182
38.0,Optimization rounds,3.0
38.0,Final population size,9.0
39.0,Cost,0.2942462
39.0,Cost gap,-0.0
39.0,Optimization time (s),116.68074496649206
39.0,Compilation time (s),259.3485207618214
39.0,STL Robustness,0.06295453
39.0,Total effort (N-s),7389.6978
39.0,Optimization rounds,3.0
39.0,Final population size,9.0
40.0,Cost,0.23879102
40.0,Cost gap,-0.0
40.0,Optimization time (s),312.8228334854357
40.0,Compilation time (s),259.2058535250835
40.0,STL Robustness,0.053140588
40.0,Total effort (N-s),6273.3945
40.0,Optimization rounds,6.0
40.0,Final population size,12.0
41.0,Cost,0.21408364
41.0,Cost gap,-0.0
41.0,Optimization time (s),226.10461723431945
41.0,Compilation time (s),260.50923599116504
41.0,STL Robustness,0.058160443
41.0,Total effort (N-s),5824.5664
41.0,Optimization rounds,5.0
41.0,Final population size,11.0
42.0,Cost,0.35016647
42.0,Cost gap,-0.0
42.0,Optimization time (s),126.6078621004708
42.0,Compilation time (s),371.5147723332048
42.0,STL Robustness,0.060853522
42.0,Total effort (N-s),8460.313
42.0,Optimization rounds,3.0
42.0,Final population size,9.0
43.0,Cost,0.2036343
43.0,Cost gap,-0.0
43.0,Optimization time (s),182.42711469624192
43.0,Compilation time (s),342.32437105383724
43.0,STL Robustness,0.05508096
43.0,Total effort (N-s),5591.9907
43.0,Optimization rounds,4.0
43.0,Final population size,10.0
44.0,Cost,0.31023058
44.0,Cost gap,-0.0
44.0,Optimization time (s),125.21972543932498
44.0,Compilation time (s),353.8908711760305
44.0,STL Robustness,0.060179472
44.0,Total effort (N-s),7675.021
44.0,Optimization rounds,3.0
44.0,Final population size,9.0
45.0,Cost,2.4585533
45.0,Cost gap,-0.0
45.0,Optimization time (s),140.21235444769263
45.0,Compilation time (s),370.1099478187971
45.0,STL Robustness,-1.2383279
45.0,Total effort (N-s),23729.953
45.0,Optimization rounds,4.0
45.0,Final population size,10.0
46.0,Cost,0.21777603
46.0,Cost gap,-0.0
46.0,Optimization time (s),220.5830656136386
46.0,Compilation time (s),257.4552927771583
46.0,STL Robustness,0.05216717
46.0,Total effort (N-s),5870.6323
46.0,Optimization rounds,5.0
46.0,Final population size,11.0
47.0,Cost,0.3092467
47.0,Cost gap,-0.0
47.0,Optimization time (s),416.8150514923036
47.0,Compilation time (s),259.0522060589865
47.0,STL Robustness,0.062345237
47.0,Total effort (N-s),7783.048
47.0,Optimization rounds,8.0
47.0,Final population size,14.0
48.0,Cost,0.5609044
48.0,Cost gap,-0.0
48.0,Optimization time (s),192.0106440829113
48.0,Compilation time (s),259.21929298434407
48.0,STL Robustness,0.04854412
48.0,Total effort (N-s),12409.492
48.0,Optimization rounds,4.0
48.0,Final population size,10.0
49.0,Cost,0.6901666
49.0,Cost gap,4.172325e-07
49.0,Optimization time (s),119.061662344262
49.0,Compilation time (s),257.72020353237167
49.0,STL Robustness,0.039451588
49.0,Total effort (N-s),14899.471
49.0,Optimization rounds,3.0
49.0,Final population size,9.0
